Fecha_Hora,pH,Oxigeno_Disuelto_mgL,Turbidez_NTU,Temperatura_C,Indice_Calidad_Agua,Clasificacion,Temporada,hora_sin,hora_cos,dia_semana,dia_mes,pH_lag1,turb_lag1,OD_lag1,temp_lag1,pH_lag2,turb_lag2,OD_lag2,temp_lag2,pH_lag4,turb_lag4,OD_lag4,temp_lag4,pH_lag8,turb_lag8,OD_lag8,temp_lag8,pH_lag16,turb_lag16,OD_lag16,temp_lag16,turb_delta1,turb_delta4,turb_delta8,pH_delta1,OD_delta1,temp_delta1,turb_mean_4,turb_std_4,turb_max_4,OD_mean_4,turb_mean_8,turb_std_8,turb_max_8,OD_mean_8,turb_mean_16,turb_std_16,turb_max_16,OD_mean_16,turb_log,anomalia
2026-04-04 18:15:00,7.27,9.25,0.11,26.12,97.2,EXCELENTE,SECO,-1.0,-1.8369701987210297e-16,5,4,7.32,0.08,9.48,26.26,7.28,0.26,9.87,25.64,7.24,0.22,9.76,25.74,7.3,0.28,9.97,25.45,7.3,0.05,10.2,24.46,0.03,-0.11,-0.17000000000000004,-0.05000000000000071,-0.23000000000000043,-0.14000000000000057,0.18249999999999994,0.10210288928331118,0.28,9.49,0.195,0.08552359741190485,0.29,9.713750000000001,0.1849999999999999,0.07420691791650057,0.29,9.906875,0.10436001532424277,0
2026-04-04 18:30:00,7.29,9.36,0.27,26.33,94.1,EXCELENTE,SECO,-1.0,-1.8369701987210297e-16,5,4,7.27,0.11,9.25,26.12,7.32,0.08,9.48,26.26,7.3,0.28,9.36,26.01,7.33,0.22,10.39,25.33,7.35,0.16,10.26,24.85,0.16000000000000003,-0.010000000000000009,0.05000000000000002,0.020000000000000462,0.10999999999999943,0.2099999999999973,0.17999999999999994,0.09899494936611718,0.27,9.49,0.20125,0.08935283191604199,0.29,9.585,0.1918749999999999,0.07678704317786679,0.29,9.850624999999999,0.23901690047049992,0
2026-04-04 18:45:00,7.23,10.03,0.25,26.1,95.3,EXCELENTE,SECO,-1.0,-1.8369701987210297e-16,5,4,7.29,0.27,9.36,26.33,7.27,0.11,9.25,26.12,7.28,0.26,9.87,25.64,7.3,0.1,10.07,25.61,7.28,0.25,10.17,25.28,-0.020000000000000018,-0.010000000000000009,0.15,-0.05999999999999961,0.6699999999999999,-0.22999999999999687,0.17749999999999994,0.09639329160614224,0.27,9.530000000000001,0.22000000000000003,0.08035634920235475,0.29,9.579999999999998,0.1918749999999999,0.07678704317786679,0.29,9.841875,0.22314355131420976,0
2026-04-04 19:00:00,7.26,9.61,0.18,26.24,96.5,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,5,4,7.23,0.25,10.03,26.1,7.29,0.27,9.36,26.33,7.32,0.08,9.48,26.26,7.26,0.29,9.53,25.96,7.31,0.21,10.1,24.55,-0.07,0.09999999999999999,-0.10999999999999999,0.02999999999999936,-0.41999999999999993,0.13999999999999702,0.20249999999999996,0.07274384280931795,0.27,9.5625,0.20625000000000002,0.0759581651774893,0.28,9.59,0.1899999999999999,0.07668115805072052,0.29,9.811250000000001,0.16551443847757338,0
2026-04-04 19:15:00,7.25,9.59,0.19,26.4,96.7,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,5,4,7.26,0.18,9.61,26.24,7.23,0.25,10.03,26.1,7.27,0.11,9.25,26.12,7.24,0.22,9.76,25.74,7.31,0.11,10.57,24.7,0.010000000000000009,0.08,-0.03,-0.009999999999999787,-0.019999999999999574,0.16000000000000014,0.22249999999999992,0.04425306015784012,0.27,9.647499999999999,0.2025,0.07592289321590422,0.28,9.56875,0.1949999999999999,0.07366591251499055,0.29,9.75,0.17395330712343804,0
2026-04-04 19:30:00,7.23,9.94,0.33,26.0,96.7,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,5,4,7.25,0.19,9.59,26.4,7.26,0.18,9.61,26.24,7.29,0.27,9.36,26.33,7.3,0.28,9.36,26.01,7.36,0.16,10.1,25.11,0.14,0.06,0.04999999999999999,-0.019999999999999574,0.34999999999999964,-0.3999999999999986,0.23749999999999993,0.06898067362191682,0.33,9.792499999999999,0.20875,0.08475805903521191,0.33,9.64125,0.2056249999999999,0.080247014482365,0.33,9.74,0.2851789422336624,0
2026-04-04 19:45:00,7.28,9.63,0.11,26.49,96.1,EXCELENTE,SECO,-0.9659258262890684,0.2588190451025203,5,4,7.23,0.33,9.94,26.0,7.25,0.19,9.59,26.4,7.23,0.25,10.03,26.1,7.28,0.26,9.87,25.64,7.27,0.12,9.84,25.45,-0.22000000000000003,-0.14,-0.15000000000000002,0.04999999999999982,-0.3099999999999987,0.48999999999999844,0.20249999999999993,0.0921502396451944,0.33,9.692499999999999,0.19000000000000003,0.08831760866320969,0.33,9.61125,0.2049999999999999,0.08099382692526366,0.33,9.726875,0.10436001532424277,0
2026-04-04 20:00:00,7.21,10.01,0.25,26.08,97.1,EXCELENTE,SECO,-0.8660254037844386,0.5000000000000001,5,4,7.28,0.11,9.63,26.49,7.23,0.33,9.94,26.0,7.26,0.18,9.61,26.24,7.32,0.08,9.48,26.26,7.34,0.11,9.79,25.5,0.14,0.07,0.16999999999999998,-0.07000000000000028,0.379999999999999,-0.41000000000000014,0.21999999999999995,0.09309493362512673,0.33,9.7925,0.21125,0.07790791267342978,0.33,9.677499999999998,0.2137499999999999,0.07753493836114285,0.33,9.740625,0.22314355131420976,0
2026-04-04 20:15:00,7.22,9.74,0.16,26.6,95.9,EXCELENTE,SECO,-0.8660254037844386,0.5000000000000001,5,4,7.21,0.25,10.01,26.08,7.28,0.11,9.63,26.49,7.25,0.19,9.59,26.4,7.27,0.11,9.25,26.12,7.3,0.28,9.97,25.45,-0.09,-0.03,0.05,0.009999999999999787,-0.2699999999999996,0.5200000000000031,0.21249999999999994,0.09742518497117034,0.33,9.83,0.2175,0.07025463889098145,0.33,9.73875,0.20624999999999988,0.07649618726881902,0.33,9.72625,0.1484200051182733,0
2026-04-04 20:30:00,7.23,9.73,0.15,26.49,97.7,EXCELENTE,SECO,-0.8660254037844386,0.5000000000000001,5,4,7.22,0.16,9.74,26.6,7.21,0.25,10.01,26.08,7.23,0.33,9.94,26.0,7.29,0.27,9.36,26.33,7.33,0.22,10.39,25.33,-0.010000000000000009,-0.18000000000000002,-0.12000000000000002,0.010000000000000675,-0.009999999999999787,-0.11000000000000298,0.16749999999999993,0.059090326337453716,0.25,9.7775,0.20249999999999999,0.07025463889098119,0.33,9.785,0.20187499999999992,0.07765039171396948,0.33,9.684999999999999,0.1397619423751587,0
2026-04-04 20:45:00,7.21,9.79,0.31,26.28,97.3,EXCELENTE,SECO,-0.8660254037844386,0.5000000000000001,5,4,7.23,0.15,9.73,26.49,7.22,0.16,9.74,26.6,7.28,0.11,9.63,26.49,7.23,0.25,10.03,26.1,7.3,0.1,10.07,25.61,0.16,0.2,0.06,-0.020000000000000462,0.05999999999999872,-0.2099999999999973,0.21749999999999994,0.0763216876123693,0.31,9.817499999999999,0.21,0.07874007874004126,0.33,9.754999999999999,0.2149999999999999,0.07702813338860603,0.33,9.6675,0.27002713721306015,0
2026-04-04 21:00:00,7.21,9.6,0.28,26.53,95.9,EXCELENTE,SECO,-0.7071067811865477,0.7071067811865474,5,4,7.21,0.31,9.79,26.28,7.23,0.15,9.73,26.49,7.21,0.25,10.01,26.08,7.26,0.18,9.61,26.24,7.26,0.29,9.53,25.96,-0.02999999999999997,0.030000000000000027,0.10000000000000003,0.0,-0.1899999999999995,0.25,0.22499999999999995,0.08185352771872499,0.31,9.715,0.2225,0.08119641089878955,0.33,9.75375,0.2143749999999999,0.07641716648327707,0.33,9.671875,0.2468600779315258,0
2026-04-04 21:15:00,7.27,9.96,0.28,25.94,95.3,EXCELENTE,SECO,-0.7071067811865477,0.7071067811865474,5,4,7.21,0.28,9.6,26.53,7.21,0.31,9.79,26.28,7.22,0.16,9.74,26.6,7.25,0.19,9.59,26.4,7.24,0.22,9.76,25.74,0.0,0.12000000000000002,0.09000000000000002,0.05999999999999961,0.3600000000000012,-0.5899999999999999,0.25499999999999995,0.07141428428542895,0.31,9.77,0.23375,0.08227783940485318,0.33,9.8,0.2181249999999999,0.07816382368674706,0.33,9.684375,0.2468600779315258,0
2026-04-04 21:30:00,7.18,9.58,0.34,26.14,95.4,EXCELENTE,SECO,-0.7071067811865477,0.7071067811865474,5,4,7.27,0.28,9.96,25.94,7.21,0.28,9.6,26.53,7.23,0.15,9.73,26.49,7.23,0.33,9.94,26.0,7.3,0.28,9.36,26.01,0.06,0.19000000000000003,0.010000000000000009,-0.08999999999999986,-0.3800000000000008,0.1999999999999993,0.3025,0.02872281323269079,0.34,9.7325,0.23500000000000001,0.08400680244558065,0.34,9.755,0.2218749999999999,0.08264129314896322,0.34,9.698125,0.29266961396282,0
2026-04-04 21:45:00,7.17,9.41,0.18,26.16,96.2,EXCELENTE,SECO,-0.7071067811865477,0.7071067811865474,5,4,7.18,0.34,9.58,26.14,7.27,0.28,9.96,25.94,7.21,0.31,9.79,26.28,7.28,0.11,9.63,26.49,7.28,0.26,9.87,25.64,-0.16000000000000003,-0.13,0.06999999999999999,-0.009999999999999787,-0.16999999999999993,0.019999999999999574,0.26999999999999996,0.0663324958071084,0.34,9.6375,0.24375,0.07190022849150644,0.34,9.7275,0.21687499999999987,0.08260094833999314,0.34,9.669375,0.16551443847757338,0
2026-04-04 22:00:00,7.16,9.59,0.26,25.94,96.4,EXCELENTE,SECO,-0.5000000000000004,0.8660254037844384,5,4,7.17,0.18,9.41,26.16,7.18,0.34,9.58,26.14,7.21,0.28,9.6,26.53,7.21,0.25,10.01,26.08,7.32,0.08,9.48,26.26,0.08000000000000002,-0.020000000000000018,0.010000000000000009,-0.009999999999999787,0.17999999999999972,-0.21999999999999886,0.26499999999999996,0.06608075867199711,0.34,9.635,0.24500000000000002,0.07211102550919644,0.34,9.675,0.22812499999999988,0.0745849627382504,0.34,9.67625,0.23111172096338664,0
2026-04-04 22:15:00,7.18,9.67,0.14,25.93,95.2,EXCELENTE,SECO,-0.5000000000000004,0.8660254037844384,5,4,7.16,0.26,9.59,25.94,7.17,0.18,9.41,26.16,7.27,0.28,9.96,25.94,7.22,0.16,9.74,26.6,7.27,0.11,9.25,26.12,-0.12,-0.14,-0.01999999999999999,0.019999999999999574,0.08000000000000007,-0.010000000000001563,0.22999999999999995,0.08869423130433421,0.34,9.5625,0.2425,0.07573449864957357,0.34,9.66625,0.2299999999999999,0.07174027227900796,0.34,9.702499999999999,0.13102826240640408,0
2026-04-04 22:30:00,7.13,9.56,0.22,25.91,96.7,EXCELENTE,SECO,-0.5000000000000004,0.8660254037844384,5,4,7.18,0.14,9.67,25.93,7.16,0.26,9.59,25.94,7.18,0.34,9.58,26.14,7.23,0.15,9.73,26.49,7.29,0.27,9.36,26.33,0.07999999999999999,-0.12000000000000002,0.07,-0.04999999999999982,-0.10999999999999943,-0.019999999999999574,0.19999999999999996,0.05163977794943302,0.26,9.557500000000001,0.25125000000000003,0.06706872807577523,0.34,9.645,0.22687499999999988,0.07096654141212981,0.34,9.715,0.1988508587451652,0
2026-04-04 22:45:00,7.1,9.53,0.16,26.26,95.1,EXCELENTE,SECO,-0.5000000000000004,0.8660254037844384,5,4,7.13,0.22,9.56,25.91,7.18,0.14,9.67,25.93,7.17,0.18,9.41,26.16,7.21,0.31,9.79,26.28,7.23,0.25,10.03,26.1,-0.06,-0.01999999999999999,-0.15,-0.03000000000000025,-0.030000000000001137,0.3500000000000014,0.19499999999999995,0.055075705472861794,0.26,9.5875,0.2325,0.069230463979704,0.34,9.6125,0.2212499999999999,0.0725603197346838,0.34,9.68375,0.1484200051182733,0
2026-04-04 23:00:00,7.15,10.08,0.19,25.35,94.8,EXCELENTE,SECO,-0.25881904510252157,0.9659258262890681,5,4,7.1,0.16,9.53,26.26,7.13,0.22,9.56,25.91,7.16,0.26,9.59,25.94,7.21,0.28,9.6,26.53,7.26,0.18,9.61,26.24,0.03,-0.07,-0.09000000000000002,0.05000000000000071,0.5500000000000007,-0.9100000000000001,0.17749999999999994,0.03500000000000133,0.22,9.71,0.22125,0.06770471602049961,0.34,9.672500000000001,0.2218749999999999,0.07222361109775349,0.34,9.713125,0.17395330712343804,0
2026-04-04 23:15:00,7.17,9.64,0.25,25.93,96.1,EXCELENTE,SECO,-0.25881904510252157,0.9659258262890681,5,4,7.15,0.19,10.08,25.35,7.1,0.16,9.53,26.26,7.18,0.14,9.67,25.93,7.27,0.28,9.96,25.94,7.25,0.19,9.59,26.4,0.06,0.10999999999999999,-0.030000000000000027,0.019999999999999574,-0.4399999999999995,0.5799999999999983,0.20499999999999996,0.03872983346207523,0.25,9.7025,0.2175,0.06475227519435174,0.34,9.6325,0.22562499999999988,0.07201562330494361,0.34,9.716249999999999,0.22314355131420976,0
2026-04-04 23:30:00,7.06,9.96,0.08,25.35,94.7,EXCELENTE,SECO,-0.25881904510252157,0.9659258262890681,5,4,7.17,0.25,9.64,25.93,7.15,0.19,10.08,25.35,7.13,0.22,9.56,25.91,7.18,0.34,9.58,26.14,7.23,0.33,9.94,26.0,-0.16999999999999998,-0.14,-0.26,-0.11000000000000032,0.3200000000000003,-0.5799999999999983,0.16999999999999996,0.07071067811865545,0.25,9.8025,0.185,0.05952190473132545,0.26,9.68,0.2099999999999999,0.07492218185112397,0.34,9.7175,0.07696104113612832,0
2026-04-04 23:45:00,7.16,10.13,0.43,25.32,95.1,EXCELENTE,SECO,-0.25881904510252157,0.9659258262890681,5,4,7.06,0.08,9.96,25.35,7.17,0.25,9.64,25.93,7.1,0.16,9.53,26.26,7.17,0.18,9.41,26.16,7.28,0.11,9.63,26.49,0.35,0.27,0.25,0.10000000000000053,0.16999999999999993,-0.030000000000001137,0.23749999999999993,0.1463728116830447,0.43,9.9525,0.21625,0.1048723714125994,0.43,9.770000000000001,0.2299999999999999,0.0880151502110074,0.43,9.74875,0.35767444427181594,0
2026-04-05 00:00:00,7.17,9.88,0.06,25.2,94.5,EXCELENTE,SECO,0.0,1.0,6,5,7.16,0.43,10.13,25.32,7.06,0.08,9.96,25.35,7.15,0.19,10.08,25.35,7.16,0.26,9.59,25.94,7.21,0.25,10.01,26.08,-0.37,-0.13,-0.2,0.009999999999999787,-0.25,-0.120000000000001,0.20499999999999996,0.17253019059476735,0.43,9.9025,0.19125,0.11618181564127038,0.43,9.80625,0.2181249999999999,0.09744870445521349,0.43,9.740625000000001,0.05826890812397577,0
2026-04-05 00:15:00,7.14,10.02,0.03,25.39,95.2,EXCELENTE,SECO,0.0,1.0,6,5,7.17,0.06,9.88,25.2,7.16,0.43,10.13,25.32,7.17,0.25,9.64,25.93,7.18,0.14,9.67,25.93,7.22,0.16,9.74,26.6,-0.03,-0.22,-0.11000000000000001,-0.03000000000000025,0.1399999999999988,0.19000000000000128,0.14999999999999997,0.18779421361337728,0.43,9.9975,0.17750000000000002,0.12892411943238702,0.43,9.85,0.2099999999999999,0.10751744044572283,0.43,9.758125,0.0295588022415444,0
2026-04-05 00:30:00,7.06,9.87,0.32,25.18,95.9,EXCELENTE,SECO,0.0,1.0,6,5,7.14,0.03,10.02,25.39,7.17,0.06,9.88,25.2,7.06,0.08,9.96,25.35,7.13,0.22,9.56,25.91,7.23,0.15,9.73,26.49,0.29000000000000004,0.24,0.1,-0.08000000000000007,-0.15000000000000036,-0.21000000000000085,0.20999999999999994,0.19612920911140888,0.43,9.975,0.19,0.13815105604265981,0.43,9.88875,0.22062499999999988,0.10957303500405355,0.43,9.766875,0.2776317365982795,0
2026-04-05 00:45:00,7.12,9.94,0.27,25.45,93.9,EXCELENTE,SECO,0.0,1.0,6,5,7.06,0.32,9.87,25.18,7.14,0.03,10.02,25.39,7.16,0.43,10.13,25.32,7.1,0.16,9.53,26.26,7.21,0.31,9.79,26.28,-0.04999999999999999,-0.15999999999999998,0.11000000000000001,0.0600000000000005,0.07000000000000028,0.2699999999999996,0.16999999999999993,0.1462873883832783,0.32,9.927499999999998,0.20375,0.1401975646822905,0.43,9.94,0.21812499999999987,0.10784054586904167,0.43,9.776250000000001,0.23901690047049992,0
2026-04-05 01:00:00,7.07,10.3,0.25,24.75,95.2,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,6,5,7.12,0.27,9.94,25.45,7.06,0.32,9.87,25.18,7.17,0.06,9.88,25.2,7.15,0.19,10.08,25.35,7.21,0.28,9.6,26.53,-0.020000000000000018,0.19,0.06,-0.04999999999999982,0.3600000000000012,-0.6999999999999993,0.21749999999999992,0.1284198842339719,0.32,10.032499999999999,0.21125,0.14095972069045384,0.43,9.9675,0.2162499999999999,0.10695014414825668,0.43,9.82,0.22314355131420976,0
2026-04-05 01:15:00,7.05,10.52,0.26,24.66,97.3,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,6,5,7.07,0.25,10.3,24.75,7.12,0.27,9.94,25.45,7.14,0.03,10.02,25.39,7.17,0.25,9.64,25.93,7.27,0.28,9.96,25.94,0.010000000000000009,0.23,0.010000000000000009,-0.020000000000000462,0.21999999999999886,-0.08999999999999986,0.27499999999999997,0.031091263510296997,0.32,10.157499999999999,0.21250000000000002,0.14139610016844542,0.43,10.0775,0.21499999999999989,0.10627009613872043,0.43,9.855,0.23111172096338664,0
2026-04-05 01:30:00,7.06,10.09,0.18,24.9,95.7,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,6,5,7.05,0.26,10.52,24.66,7.07,0.25,10.3,24.75,7.06,0.32,9.87,25.18,7.06,0.08,9.96,25.35,7.18,0.34,9.58,26.14,-0.08000000000000002,-0.14,0.09999999999999999,0.009999999999999787,-0.4299999999999997,0.23999999999999844,0.23999999999999994,0.04082482904638718,0.27,10.2125,0.225,0.13212548148306136,0.43,10.09375,0.20499999999999988,0.1011269828812579,0.43,9.886875,0.16551443847757338,0
2026-04-05 01:45:00,7.04,10.23,0.07,24.39,94.1,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,6,5,7.06,0.18,10.09,24.9,7.05,0.26,10.52,24.66,7.12,0.27,9.94,25.45,7.16,0.43,10.13,25.32,7.17,0.18,9.41,26.16,-0.10999999999999999,-0.2,-0.36,-0.019999999999999574,0.14000000000000057,-0.509999999999998,0.18999999999999995,0.08755950357709182,0.26,10.285,0.18,0.11212238211622333,0.32,10.10625,0.19812499999999988,0.1065344232318029,0.43,9.938125,0.06765864847381481,0
2026-04-05 02:00:00,7.14,9.97,0.19,24.3,95.8,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,6,5,7.04,0.07,10.23,24.39,7.06,0.18,10.09,24.9,7.07,0.25,10.3,24.75,7.17,0.06,9.88,25.2,7.16,0.26,9.59,25.94,0.12,-0.06,0.13,0.09999999999999964,-0.2599999999999998,-0.08999999999999986,0.17499999999999993,0.07852812659593225,0.26,10.2025,0.19625,0.10112757148410903,0.32,10.1175,0.1937499999999999,0.10525366185236935,0.43,9.961875000000001,0.17395330712343804,0
2026-04-05 02:15:00,7.03,10.29,0.1,24.36,95.8,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,6,5,7.14,0.19,9.97,24.3,7.04,0.07,10.23,24.39,7.05,0.26,10.52,24.66,7.14,0.03,10.02,25.39,7.18,0.14,9.67,25.93,-0.09,-0.16,0.07,-0.10999999999999943,0.3199999999999985,0.05999999999999872,0.13499999999999993,0.059160797830997064,0.19,10.145,0.205,0.08668497975009051,0.32,10.151250000000001,0.1912499999999999,0.10707474025184269,0.43,10.000625000000001,0.09531017980432487,0
2026-04-05 02:30:00,7.11,10.22,0.3,24.0,95.9,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,6,5,7.03,0.1,10.29,24.36,7.14,0.19,9.97,24.3,7.06,0.18,10.09,24.9,7.06,0.32,9.87,25.18,7.13,0.22,9.56,25.91,0.19999999999999998,0.12,-0.020000000000000018,0.08000000000000007,-0.06999999999999851,-0.35999999999999943,0.16499999999999992,0.10344080432788647,0.3,10.1775,0.20249999999999999,0.08310922245533728,0.3,10.195,0.1962499999999999,0.11032527664441291,0.43,10.041875000000001,0.262364264467491,0
2026-04-05 02:45:00,7.03,10.39,0.16,24.16,96.1,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,6,5,7.11,0.3,10.22,24.0,7.03,0.1,10.29,24.36,7.04,0.07,10.23,24.39,7.12,0.27,9.94,25.45,7.1,0.16,9.53,26.26,-0.13999999999999999,0.09,-0.11000000000000001,-0.08000000000000007,0.16999999999999993,0.16000000000000014,0.18749999999999992,0.08381527307120158,0.3,10.217500000000001,0.18875,0.07936128959198013,0.3,10.25125,0.1962499999999999,0.11032527664441291,0.43,10.095625,0.1484200051182733,0
2026-04-05 03:00:00,7.15,10.22,0.08,24.23,96.7,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,6,5,7.03,0.16,10.39,24.16,7.11,0.3,10.22,24.0,7.14,0.19,9.97,24.3,7.07,0.25,10.3,24.75,7.15,0.19,10.08,25.35,-0.08,-0.11,-0.16999999999999998,0.1200000000000001,-0.16999999999999993,0.07000000000000028,0.15999999999999995,0.0993310961716761,0.3,10.280000000000001,0.16749999999999998,0.08328093590793804,0.3,10.24125,0.1893749999999999,0.114103388789873,0.43,10.104375,0.07696104113612832,0
2026-04-05 03:15:00,7.07,10.41,0.14,23.56,93.8,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,6,5,7.15,0.08,10.22,24.23,7.03,0.16,10.39,24.16,7.03,0.1,10.29,24.36,7.05,0.26,10.52,24.66,7.17,0.25,9.64,25.93,0.06000000000000001,0.04000000000000001,-0.12,-0.08000000000000007,0.1899999999999995,-0.6700000000000017,0.16999999999999993,0.09309493362512679,0.3,10.31,0.15250000000000002,0.07459413994593325,0.3,10.2275,0.18249999999999988,0.11351945501395899,0.43,10.152500000000002,0.13102826240640408,0
2026-04-05 03:30:00,7.06,10.45,0.23,23.84,95.9,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,6,5,7.07,0.14,10.41,23.56,7.15,0.08,10.22,24.23,7.11,0.3,10.22,24.0,7.06,0.18,10.09,24.9,7.06,0.08,9.96,25.35,0.09,-0.06999999999999998,0.05000000000000002,-0.010000000000000675,0.03999999999999915,0.28000000000000114,0.15249999999999994,0.061846584384265726,0.23,10.3675,0.15875,0.07918107638274839,0.3,10.2725,0.19187499999999988,0.1106477142405854,0.43,10.183125,0.20701416938432615,0
2026-04-05 03:45:00,7.03,10.61,0.61,24.12,95.4,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,6,5,7.06,0.23,10.45,23.84,7.07,0.14,10.41,23.56,7.03,0.16,10.39,24.16,7.04,0.07,10.23,24.39,7.16,0.43,10.13,25.32,0.38,0.44999999999999996,0.54,-0.02999999999999936,0.16000000000000014,0.28000000000000114,0.2649999999999999,0.23811761799581327,0.61,10.4225,0.22625,0.17037249107257207,0.61,10.32,0.2031249999999999,0.14136094462993032,0.61,10.213125,0.4762341789963716,0
2026-04-05 04:00:00,7.01,10.51,0.08,23.68,95.4,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,6,5,7.03,0.61,10.61,24.12,7.06,0.23,10.45,23.84,7.15,0.08,10.22,24.23,7.14,0.19,9.97,24.3,7.17,0.06,9.88,25.2,-0.53,0.0,-0.11,-0.020000000000000462,-0.09999999999999964,-0.4400000000000013,0.26499999999999996,0.23811761799581327,0.61,10.495000000000001,0.2125,0.17798475055060006,0.61,10.3875,0.2043749999999999,0.1400937186314917,0.61,10.2525,0.07696104113612832,0
2026-04-05 04:15:00,6.98,10.7,0.21,23.54,95.6,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,6,5,7.01,0.08,10.51,23.68,7.03,0.61,10.61,24.12,7.07,0.14,10.41,23.56,7.03,0.1,10.29,24.36,7.14,0.03,10.02,25.39,0.13,0.06999999999999998,0.10999999999999999,-0.02999999999999936,0.1899999999999995,-0.14000000000000057,0.2824999999999999,0.22823598898216452,0.61,10.567499999999999,0.22625,0.17220730862203576,0.61,10.438749999999999,0.21562499999999987,0.13215994098061465,0.61,10.295,0.19062035960864973,0
2026-04-05 04:30:00,7.07,11.09,1.0,23.06,92.5,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,6,5,6.98,0.21,10.7,23.54,7.01,0.08,10.51,23.68,7.06,0.23,10.45,23.84,7.11,0.3,10.22,24.0,7.06,0.32,9.87,25.18,0.79,0.77,0.7,0.08999999999999986,0.39000000000000057,-0.4800000000000004,0.4749999999999999,0.41637323000724563,1.0,10.7275,0.31375,0.32504669994147806,1.0,10.5475,0.2581249999999999,0.2362828460412072,1.0,10.37125,0.6931471805599453,0
2026-04-05 04:45:00,7.06,10.63,0.21,23.17,94.7,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,6,5,7.07,1.0,11.09,23.06,6.98,0.21,10.7,23.54,7.03,0.61,10.61,24.12,7.03,0.16,10.39,24.16,7.12,0.27,9.94,25.45,-0.79,-0.4,0.04999999999999999,-0.010000000000000675,-0.4599999999999991,0.11000000000000298,0.3749999999999999,0.4211492213772533,1.0,10.7325,0.32,0.32213573004467655,1.0,10.577499999999999,0.2543749999999999,0.2365577801158373,1.0,10.414375,0.19062035960864973,0
2026-04-05 05:00:00,7.04,10.63,0.12,23.33,94.8,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,6,5,7.06,0.21,10.63,23.17,7.07,1.0,11.09,23.06,7.01,0.08,10.51,23.68,7.15,0.08,10.22,24.23,7.07,0.25,10.3,24.75,-0.09,0.039999999999999994,0.039999999999999994,-0.019999999999999574,0.0,0.1599999999999966,0.38499999999999995,0.412189276910499,1.0,10.762500000000001,0.32499999999999996,0.31816437800068004,1.0,10.62875,0.24624999999999989,0.23893862531341847,1.0,10.434999999999999,0.11332868530700317,0
2026-04-05 05:15:00,7.1,10.78,0.12,22.77,93.7,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,6,5,7.04,0.12,10.63,23.33,7.06,0.21,10.63,23.17,6.98,0.21,10.7,23.54,7.07,0.14,10.41,23.56,7.05,0.26,10.52,24.66,0.0,-0.09,-0.020000000000000018,0.05999999999999961,0.14999999999999858,-0.5599999999999987,0.36249999999999993,0.42711239738504436,1.0,10.7825,0.3225,0.31989953780163927,1.0,10.675,0.23749999999999988,0.24095642759635927,1.0,10.45125,0.11332868530700317,0
2026-04-05 05:30:00,7.09,11.16,0.21,22.71,93.7,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,6,5,7.1,0.12,10.78,22.77,7.04,0.12,10.63,23.33,7.07,1.0,11.09,23.06,7.06,0.23,10.45,23.84,7.06,0.18,10.09,24.9,0.09,-0.79,-0.020000000000000018,-0.009999999999999787,0.3800000000000008,-0.05999999999999872,0.16499999999999992,0.05196152422706653,0.21,10.8,0.32,0.32080256500575843,1.0,10.76375,0.2393749999999999,0.24059561508888627,1.0,10.518125,0.19062035960864973,0
2026-04-05 05:45:00,7.07,10.86,0.02,22.18,93.8,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,6,5,7.09,0.21,11.16,22.71,7.1,0.12,10.78,22.77,7.06,0.21,10.63,23.17,7.03,0.61,10.61,24.12,7.04,0.07,10.23,24.39,-0.19,-0.19,-0.59,-0.019999999999999574,-0.3000000000000007,-0.5300000000000011,0.11749999999999995,0.0776208734813003,0.21,10.8575,0.24625,0.31231565991566834,1.0,10.795,0.23624999999999988,0.24325226960229207,1.0,10.557500000000001,0.019802627296179712,0
